review,rating,date,bank,source,sentiment_label,sentiment_score,processed_review,keywords,identified_theme(s)
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,CBE,Google Play,NEGATIVE,0.9528433680534364,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,"['ግን', 'ግን ብር', 'ብር']",Other
suitable app,4,2025-04-01,CBE,Google Play,POSITIVE,0.9997665286064148,suitable app,"['suitable', 'app']",Other
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,CBE,Google Play,NEGATIVE,0.9995038509368896,dear cbe app comparable pls try solve,"['dear', 'pls', 'solve']",Other
Good,5,2025-04-01,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
nice app,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998061060905457,nice app,"['nice app', 'nice', 'app']",Other
best transaction method of financial,5,2025-04-01,CBE,Google Play,POSITIVE,0.9995972514152528,good transaction method financial,"['financial', 'transaction', 'good']",Transaction Performance
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,CBE,Google Play,POSITIVE,0.9995881915092468,cbe go right pathway thank cbe step ahead payment platform app,"['cbe', 'thank cbe', 'right']",Other
It literarily don't work at all,4,2025-04-01,CBE,Google Play,NEGATIVE,0.9995075464248656,literarily work,['work'],Other
good give us plus,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998716115951538,good plus,"['plus', 'good']",Other
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,CBE,Google Play,POSITIVE,0.9895473718643188,good application functionality recommendation let app transfer money telebirr account mpesa way ask thank,"['telebirr account', 'mpesa', 'money telebirr']",Other
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,CBE,Google Play,NEGATIVE,0.9852171540260316,update able screenshot update able screenshot transfere detail,"['update able', 'able screenshot', 'able']",Feature Requests
Tnc Cbe,5,2025-04-01,CBE,Google Play,POSITIVE,0.9070308804512024,tnc cbe,['cbe'],Other
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,NEGATIVE,0.9151973128318788,good app integrate cbe cbe birr allow cardless withdrawal directly accout,"['cbe', 'integrate', 'cbe birr']",Other
great apps,5,2025-03-31,CBE,Google Play,POSITIVE,0.999853491783142,great app,"['great app', 'great', 'app']",Other
Excellent,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998434782028198,excellent,['excellent'],Other
Great app!,4,2025-03-31,CBE,Google Play,POSITIVE,0.9998462200164796,great app,"['great app', 'great', 'app']",Other
nice,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
CBE,5,2025-03-31,CBE,Google Play,POSITIVE,0.9966009855270386,cbe,['cbe'],Other
very good 👍 👏,5,2025-03-31,CBE,Google Play,POSITIVE,0.99985933303833,good,['good'],Other
great when it works,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998693466186525,great work,"['great', 'work']",Other
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,NEGATIVE,0.981265127658844,app good screenshot impossible,"['impossible', 'app good', 'screenshot']",Other
excellent match application,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998453855514526,excellent match application,"['match', 'excellent', 'application']",Other
very good,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998520612716676,good,['good'],Other
best app,5,2025-03-31,CBE,Google Play,POSITIVE,0.999686598777771,good app,"['good app', 'good', 'app']",Other
The Best app😍😍😍,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998503923416138,good app,"['good app', 'good', 'app']",Other
excellent app,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998356103897096,excellent app,"['excellent app', 'excellent', 'app']",Other
easy to use and user friendly,5,2025-03-31,CBE,Google Play,POSITIVE,0.9979179501533508,easy use user friendly,"['user friendly', 'easy use', 'friendly']",User Interface & Experience
good,5,2025-03-31,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
very nice,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998563528060912,nice,['nice'],Other
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,NEGATIVE,0.9200406670570374,አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,"['አሪፍ ነው', 'አሪፍ', 'ነው']",Other
well software,5,2025-03-31,CBE,Google Play,POSITIVE,0.999262273311615,software,['software'],Other
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play,NEGATIVE,0.8832131028175354,ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,"['ጥሩ ነው', 'ጥሩ', 'ነው']",Other
CBE very good apps,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998394250869752,cbe good app,"['cbe good', 'cbe', 'good app']",Other
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play,POSITIVE,0.9992094039916992,application fast secure convenient thank cbe,"['application fast', 'thank cbe', 'fast secure']",Transaction Performance
best app,5,2025-03-31,CBE,Google Play,POSITIVE,0.999686598777771,good app,"['good app', 'good', 'app']",Other
excellent service,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998576641082764,excellent service,"['excellent service', 'excellent', 'service']",Customer Support
it's best,5,2025-03-31,CBE,Google Play,POSITIVE,0.999842643737793,good,['good'],Other
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,CBE,Google Play,NEGATIVE,0.9976195693016052,display cash transaction bank statement mobile banking app,"['transaction bank', 'bank statement', 'statement']",Transaction Performance
Amazing app,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998670816421508,amazing app,"['amazing app', 'amazing', 'app']",Other
our legitimate bank,4,2025-03-31,CBE,Google Play,POSITIVE,0.9954161643981934,legitimate bank,['bank'],Other
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,CBE,Google Play,POSITIVE,0.9952196478843688,see kind app proud cbe,"['app proud', 'kind', 'proud']",Other
very good and safe for me!,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998769760131836,good safe,"['safe', 'good']",Other
it is best bank,5,2025-03-31,CBE,Google Play,POSITIVE,0.9997767806053162,good bank,"['good bank', 'bank', 'good']",Other
"very good, but sometimes....",4,2025-03-31,CBE,Google Play,POSITIVE,0.9997310042381288,good,['good'],Other
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,CBE,Google Play,NEGATIVE,0.972727358341217,ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል,"['ወይም', 'ግለሰብ', 'ድርጅት']",Other
Why not allowed to pay for fuel?,4,2025-03-31,CBE,Google Play,NEGATIVE,0.9974955916404724,allow pay fuel,"['fuel', 'allow', 'pay']",Other
good job,5,2025-03-31,CBE,Google Play,POSITIVE,0.999835729598999,good job,"['good job', 'job', 'good']",Other
nice,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
ቆንጆ ነው,5,2025-03-31,CBE,Google Play,NEGATIVE,0.7850590348243713,ቆንጆ ነው,['ነው'],Other
Great version,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998726844787598,great version,"['version', 'great']",Other
excellent,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998434782028198,excellent,['excellent'],Other
Good and easy to use,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998656511306764,good easy use,"['good easy', 'easy use', 'easy']",User Interface & Experience
nice app and fast money transfer,5,2025-03-31,CBE,Google Play,POSITIVE,0.9994321465492249,nice app fast money transfer,"['app fast', 'nice app', 'money']",Transaction Performance
Really automated...,5,2025-03-31,CBE,Google Play,POSITIVE,0.8894475102424622,automate,[],Other
excellent,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998434782028198,excellent,['excellent'],Other
good,5,2025-03-31,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
good App,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998493194580078,good app,"['good app', 'good', 'app']",Other
bek betam kelal,5,2025-03-31,CBE,Google Play,POSITIVE,0.9325478076934814,bek betam kelal,['betam'],Other
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,CBE,Google Play,NEGATIVE,0.8616330027580261,ምርጥ አፕ ነው ተመችቶኛል,"['ምርጥ', 'አፕ', 'ነው']",Other
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,CBE,Google Play,NEGATIVE,0.9968405961990356,recently app keep closing notification say app bug update,"['notification', 'app keep', 'recently']",Other
"very good, keep it up",5,2025-03-31,CBE,Google Play,POSITIVE,0.9998643398284912,good,['good'],Other
there is some issue the process it delay,3,2025-03-31,CBE,Google Play,NEGATIVE,0.9957571625709534,issue process delay,"['process', 'delay', 'issue']",Transaction Performance
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,CBE,Google Play,POSITIVE,0.9997572302818298,amazing application ethiopian banking industry interested,"['ethiopian banking', 'banking industry', 'amazing application']",Other
nice,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
interesting,3,2025-03-30,CBE,Google Play,POSITIVE,0.9998446702957152,interesting,['interesting'],Other
very good,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998520612716676,good,['good'],Other
good,5,2025-03-30,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
simple&fast!!!,5,2025-03-30,CBE,Google Play,POSITIVE,0.9997504353523254,,[],Other
best app,5,2025-03-30,CBE,Google Play,POSITIVE,0.999686598777771,good app,"['good app', 'good', 'app']",Other
great,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998630285263062,great,['great'],Other
it is very good app,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998699426651,good app,"['good app', 'good', 'app']",Other
best,5,2025-03-30,CBE,Google Play,POSITIVE,0.9997941851615906,well,['well'],Other
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,CBE,Google Play,POSITIVE,0.999854326248169,excellent anddynamic plus user friend bank app era love,"['friend', 'plus', 'bank app']",Other
Very God thanks,5,2025-03-30,CBE,Google Play,POSITIVE,0.9993305206298828,god thank,"['god', 'thank']",Other
The sum is good.,3,2025-03-30,CBE,Google Play,POSITIVE,0.9998589754104614,sum good,['good'],Other
best of bests,5,2025-03-30,CBE,Google Play,POSITIVE,0.99969482421875,good best,"['best', 'good']",Other
am happy thank you CBE🫡,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998605251312256,happy thank,"['happy', 'thank']",Other
good,5,2025-03-30,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
good,5,2025-03-30,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
it's very nice 👍.,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998632669448853,nice,['nice'],Other
👍,5,2025-03-30,CBE,Google Play,NEGATIVE,0.6970565915107727,,[],Other
nice,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,CBE,Google Play,NEGATIVE,0.994558334350586,history miss transaction tranfer cbe birr debit transfer need cop world real hack security problem invest solve,"['hack', 'world', 'invest']",Other
Very good,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998520612716676,good,['good'],Other
halan garidhaa cbe,5,2025-03-30,CBE,Google Play,POSITIVE,0.9760899543762208,halan garidhaa cbe,['cbe'],Other
best apps for useing,5,2025-03-30,CBE,Google Play,POSITIVE,0.9989523887634276,good app useing,"['good app', 'good', 'app']",Other
like it,5,2025-03-29,CBE,Google Play,POSITIVE,0.9997184872627258,like,['like'],Other
good,5,2025-03-29,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,CBE,Google Play,NEGATIVE,0.9470352530479432,good app fix screenshot easy like,"['app fix', 'screenshot', 'fix']",Other
l love it,5,2025-03-29,CBE,Google Play,POSITIVE,0.9998722076416016,l love,['love'],Other
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,CBE,Google Play,NEGATIVE,0.9912715554237366,exaggerate application big player banking industry simplify lot thing user bank pocket opinion transfer money word limit note end write reason briefly understand limited hand limit bank explain pay water code mention,"['limit', 'mention', 'pocket']",Other
good,5,2025-03-29,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
Good,5,2025-03-29,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
in this update why screenshoot is disabled now it's not working,1,2025-03-28,CBE,Google Play,NEGATIVE,0.9996315240859984,update screenshoot disable work,"['disable', 'update', 'work']",Feature Requests
good,5,2025-03-28,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,CBE,Google Play,POSITIVE,0.989232301712036,realy donot see like application fast safe ande confortable,"['see like', 'like application', 'confortable']",Other
Excellent but needed upgrading!,5,2025-03-28,CBE,Google Play,POSITIVE,0.9263746738433838,excellent needed upgrading,['excellent'],Other
Best app,5,2025-03-28,CBE,Google Play,POSITIVE,0.999686598777771,good app,"['good app', 'good', 'app']",Other
goods app!! pleace update this apps??,4,2025-03-28,CBE,Google Play,NEGATIVE,0.9845630526542664,good app pleace update app,"['update app', 'update', 'app']",Feature Requests
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,2025-06-18,Dashen,Google Play,POSITIVE,0.9981334805488586,happy get withdraw system application fine,"['withdraw', 'fine', 'happy']",Other
nice app but transaction limet not enough,5,2025-06-17,Dashen,Google Play,NEGATIVE,0.9785792231559752,nice app transaction limet,"['nice app', 'transaction', 'nice']",Transaction Performance
"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,2025-06-14,Dashen,Google Play,NEGATIVE,0.9935082197189332,amazing application use bank transaction ethiopia friendly btw need ck account link lose mobile ver difficult link pls ck,"['link', 'bank transaction', 'application use']",Transaction Performance
incredible,5,2025-06-14,Dashen,Google Play,POSITIVE,0.99987530708313,incredible,['incredible'],Other
